CustomerID,Name,Age,Gender,Income,Location,CreditScore,RiskProfile,RelationshipLength,MaritalStatus,AgeGroup,IncomeBracket,RiskScore,ProductCount,ActiveProductCount,ProductEngagementScore,AvgTransactionAmount,TransactionFrequency,AvgLoanAmount,AvgEMItoIncomeRatio,HighRiskLoan,LoanBurdenScore,SupportFrequency
ad95d274-ca86-41ca-b1cd-bf6c0706899d,Robert Daugherty,37,Female,172540,East Kennethberg,747,Medium,3,Divorced,Middle Aged,Very High,Low,5,3.0,0.6,2100.153125,16,0.0,0.0,0.0,0.0,1.0
d56855ce-1899-4d3c-aa10-75e3c027c3b0,Oscar Morgan,43,Male,98641,Andersonbury,655,High,10,Single,Middle Aged,High,Medium,5,3.0,0.6,3392.6580000000004,10,531697.0,0.005952375130948642,0.0,3164.86,2.0
d25c41c1-4f31-437f-b5fb-6d09c991562a,Jose Mullins,43,Male,158708,South Stephaniechester,350,Low,6,Divorced,Middle Aged,Very High,High,5,3.0,0.6,2428.0115384615387,13,611267.0,0.027777779595495912,0.0,16979.64,4.0
1d0fc23f-8f72-489d-8105-5cf9d005bd32,Jermaine Johnson,49,Other,78608,West Jodi,834,Medium,5,Single,Middle Aged,High,Low,2,1.0,0.5,2998.9814285714283,7,661495.0,0.004918980909613513,1.0,3253.8812768047906,0.0
686d0c4e-4c96-418e-a3cf-8c3ddec2f9e4,Larry Burton,36,Other,67096,New Diane,404,Medium,11,Single,Middle Aged,Medium,High,3,1.0,0.3333333333333333,2129.4963636363636,11,0.0,0.0,0.0,0.0,2.0
03cc9ced-94f3-4886-84c1-70b2649509a3,Stacy Weeks,31,Other,53868,East Emily,406,Low,18,Divorced,Young Adult,Medium,High,3,2.0,0.6666666666666666,2325.8039999999996,15,683656.6666666666,0.021043767435965626,0.0,14386.711899380805,1.0
207e10dd-230a-45d8-8f64-04200bec4300,Joshua Williamson,65,Female,163463,Dawnstad,320,Medium,5,Single,Senior,Very High,High,3,2.0,0.6666666666666666,2106.311,10,0.0,0.0,0.0,0.0,2.0
1bb44149-5471-4737-933c-f614dca1e316,Danielle Alvarez,56,Male,154998,Lake Michaeltown,506,Medium,20,Single,Senior,Very High,Medium,3,2.0,0.6666666666666666,3087.712,10,909337.0,0.020833332416914742,0.0,18944.52,3.0
56c503d8-ccde-4656-b483-d0531e24d827,Stephanie Patel,36,Other,73621,Mackmouth,318,Medium,3,Single,Middle Aged,High,High,2,1.0,0.5,2583.0116666666668,6,0.0,0.0,0.0,0.0,0.0
46377d22-50d7-4ad8-ba61-35a944b81dbd,Ian Cook,29,Other,128684,Port Whitney,446,Medium,3,Single,Young Adult,Very High,High,5,1.0,0.2,3190.5225,8,0.0,0.0,0.0,0.0,2.0
37330a1e-a440-4179-a663-80f85c5ae7f9,Michael Brennan,51,Other,99657,Harmonport,313,Medium,9,Married,Senior,High,High,2,0.0,0.0,1831.7010000000002,10,960301.0,0.00320513047471574,0.0,3077.89,3.0
4103137d-c4f2-4f2a-821e-db05e524dd8b,Monica Humphrey,32,Female,123855,South Matthew,659,Low,8,Married,Young Adult,Very High,Medium,4,2.0,0.5,1800.6346153846155,13,0.0,0.0,0.0,0.0,1.0
dd4dcbd0-4273-4765-912f-b81cb3423513,Monique Parrish,27,Female,104134,Pierceshire,690,High,5,Single,Young Adult,High,Medium,5,3.0,0.6,2034.109090909091,11,0.0,0.0,0.0,0.0,2.0
6ce6b601-33e5-4c28-9995-d422dbaf2911,Robert Pierce,58,Male,147477,Port Amyhaven,367,Medium,6,Single,Senior,Very High,High,5,2.0,0.4,2925.952857142857,7,0.0,0.0,0.0,0.0,1.0
0f1fce5c-c8b2-4b46-aebe-3735e3230983,Ryan Jackson,46,Female,72236,South Angelashire,382,High,5,Divorced,Middle Aged,High,High,3,3.0,1.0,2577.473636363636,11,238411.0,0.00925926236624988,0.0,2207.51,0.0
4e0f77b1-009e-45fe-ab1a-67fb4a9c687b,Tammy Peters,36,Other,58553,East Paul,746,Medium,18,Single,Middle Aged,Medium,Low,2,1.0,0.5,2827.325,8,367905.0,0.013888884358733913,0.0,5109.79,0.0
c43eb10d-ecf0-411c-97b4-b48704621337,Joseph Thomas,47,Other,114977,New Scottmouth,727,High,8,Single,Middle Aged,High,Low,5,1.0,0.2,2251.3483333333334,12,294655.0,0.009259269314961564,0.0,2728.2899999999995,2.0
960ff9e0-d978-4250-8bd6-c8c38d7cf429,Krista Weaver,54,Male,39297,New Kylestad,451,Low,12,Divorced,Senior,Medium,High,5,2.0,0.4,2665.2458333333334,12,446665.5,0.0060763931994091275,0.0,2714.1152066106774,3.0
8eda34e2-a3af-4a0b-978a-0e885df02de8,Christian Moore,29,Other,116506,Butlershire,688,Low,16,Single,Young Adult,High,Medium,3,2.0,0.6666666666666666,2939.6062500000003,8,167485.5,0.04464283013354261,0.0,7477.026726331451,1.0
72958bf3-d5b6-4443-bdbd-75e471f2109f,Laura Mcconnell,44,Female,137811,Lake Latoyaton,803,High,1,Single,Middle Aged,Very High,Low,2,1.0,0.5,2842.2842857142855,7,0.0,0.0,0.0,0.0,0.0
cd304a1a-51fd-4b6d-8244-2607ddcbeeaa,Nicole Bailey,70,Other,67821,Thomasside,707,High,8,Divorced,Elderly,Medium,Low,4,2.0,0.5,2052.382,10,0.0,0.0,0.0,0.0,1.0
2aedf190-14ff-4d74-8c81-a1c7a3f07732,Dr. Barbara Jones DVM,25,Female,184020,West Morganshire,473,Medium,17,Single,Youth,Very High,High,3,1.0,0.3333333333333333,2448.4314285714286,7,270464.0,0.020833345657832465,0.0,5634.67,0.0
ef5f2cae-0d7a-48fe-9c78-e811d5c1c37d,Tyrone Frey,49,Male,197209,Williamschester,466,Medium,6,Divorced,Middle Aged,Very High,High,3,3.0,1.0,3312.78,3,252413.5,0.0032483924268022282,0.0,819.9381018226443,0.0
af7b2f57-ac8d-4571-b36f-c69d73d06a53,Colleen Young,25,Other,24869,Patriciafurt,663,Medium,2,Single,Youth,Low,Medium,2,0.0,0.0,1795.0385714285715,7,0.0,0.0,0.0,0.0,1.0
d5625bd2-eb45-421f-8bdb-1c6fee51f02d,Heidi Rios,29,Male,20950,West Jo,831,Medium,14,Divorced,Young Adult,Low,Low,2,0.0,0.0,2459.9045454545453,11,391300.3333333333,0.010288917738068792,0.0,4026.056940545564,4.0
82e102d9-49f6-47b4-b7f6-116d01195940,Shaun Lopez,66,Male,139300,Wrightville,650,Medium,18,Single,Elderly,Very High,Medium,4,1.0,0.25,2521.4616666666666,12,990083.0,0.013888886083287966,1.0,13751.15,1.0
ffa0a6a5-10eb-4b0e-ab4d-51b8a6ddb6c1,Edward Reilly,63,Male,152548,Stevenside,498,Low,15,Divorced,Senior,Very High,High,3,2.0,0.6666666666666666,2198.908571428571,7,0.0,0.0,0.0,0.0,1.0
64858c52-6e27-43fb-96a2-e5fe80518262,Ashlee Graham,25,Other,185244,North Jeremy,394,Medium,18,Single,Youth,Very High,High,1,0.0,0.0,3550.236,5,0.0,0.0,0.0,0.0,2.0
0d3ad255-063f-4780-aa49-2b1c226ebed4,Mrs. Sheri Becker,41,Female,49420,North Brittany,785,Medium,18,Divorced,Middle Aged,Medium,Low,3,1.0,0.3333333333333333,3534.544545454546,11,0.0,0.0,0.0,0.0,3.0
1b8d35f4-e7bb-4e55-ae63-031f934d2007,John Johnson,51,Other,77123,South Ronaldland,364,Medium,18,Divorced,Senior,High,High,4,1.0,0.25,2041.0355555555554,9,328901.0,0.003795551194126591,0.0,1248.36058329943,0.0
2737558d-cee5-4950-94da-186aceb1d11e,Elizabeth Lee,63,Other,66155,West Shelbyview,541,Low,19,Single,Senior,Medium,Medium,3,1.0,0.3333333333333333,2699.44875,8,0.0,0.0,0.0,0.0,2.0
d8ce0a09-ba82-4a3c-a837-75580c78e9c6,Mr. Ryan Sheppard,40,Male,147067,New Jamie,822,Medium,19,Married,Middle Aged,Very High,Low,3,1.0,0.3333333333333333,2450.0454545454545,11,0.0,0.0,0.0,0.0,2.0
ff55bc33-4636-479b-8b78-1fced101d344,Denise Morales,43,Other,40506,North Anitatown,618,High,6,Divorced,Middle Aged,Medium,Medium,1,1.0,1.0,2661.9216666666666,12,0.0,0.0,0.0,0.0,1.0
f54d5fb4-a688-4588-8099-da186d20cfae,Marissa Leon,23,Other,159098,Wangstad,452,Medium,20,Single,Youth,Very High,High,5,4.0,0.8,1380.7383333333335,6,0.0,0.0,0.0,0.0,1.0
2ee38d29-3095-4275-8423-1a671297f3d3,Lauren Martinez,37,Female,62662,Johnsshire,751,Medium,15,Married,Middle Aged,Medium,Low,1,1.0,1.0,2150.384666666667,15,0.0,0.0,0.0,0.0,2.0
e69a4b58-2273-49f3-8159-e951b01f7b2b,Jose Waters,47,Other,38130,North Sydney,618,Low,11,Single,Middle Aged,Medium,Medium,5,4.0,0.8,2309.81,11,340219.0,0.003968267498287868,0.0,1350.0800000000002,3.0
d9c8096c-e8c2-4341-82c8-1e7b50bd7633,Kristen Sanchez,56,Male,73742,Andersonchester,458,Medium,1,Divorced,Senior,High,High,5,2.0,0.4,3216.451111111111,9,0.0,0.0,0.0,0.0,1.0
c3932ea0-74be-463f-87e9-6109111a8571,Alicia Salazar,52,Other,186686,Danielleville,314,High,18,Single,Senior,Very High,High,4,1.0,0.25,2946.01875,8,0.0,0.0,0.0,0.0,7.0
25e625f4-dd7a-48a2-9882-daa65cb4bf1f,Scott Miller,59,Male,65657,East Thomasmouth,565,Low,15,Single,Senior,Medium,Medium,2,2.0,1.0,2255.9933333333333,6,0.0,0.0,0.0,0.0,1.0
501c72bc-89ec-4bcf-b881-325455d57277,Nicole Cannon,27,Other,118668,Carterborough,425,High,10,Married,Young Adult,High,High,1,0.0,0.0,2525.12,5,0.0,0.0,0.0,0.0,1.0
0661a486-75f2-4792-b984-7e32f562ff1e,Rebecca Mitchell,66,Female,66715,Port James,395,Low,20,Single,Elderly,Medium,High,2,0.0,0.0,2546.44,7,0.0,0.0,0.0,0.0,5.0
f786924e-8c18-41a2-ab16-96f935e0dad7,Rose Huang,60,Other,180051,Port Donnaville,412,Low,19,Divorced,Senior,Very High,High,4,1.0,0.25,2386.1155555555556,9,461157.0,0.0027777741636796143,0.0,1280.99,4.0
e08410e5-7fb1-4bbc-a190-44ec07b94ef3,Jamie Rollins,26,Other,181094,Christopherhaven,347,Low,12,Divorced,Young Adult,Very High,High,4,3.0,0.75,3211.4883333333332,6,0.0,0.0,0.0,0.0,2.0
60fd02af-7a3f-4324-8a47-2a2b446eff10,Mrs. Nicole Johnson,41,Female,166049,North Loristad,539,Low,11,Married,Middle Aged,Very High,Medium,2,1.0,0.5,2433.3571428571427,7,576831.0,0.004166662332641623,0.0,2403.46,3.0
51129c8e-35e1-40da-ad74-737ab438d6b2,Christopher Savage,32,Female,59516,Martinezside,502,Medium,16,Divorced,Young Adult,Medium,Medium,2,1.0,0.5,1757.2881818181816,11,132303.0,0.020833314437314347,1.0,2756.31,1.0
0f36d44d-aba9-4d01-bd41-91988273a0db,Paige Burns,45,Other,153843,New Teresatown,581,Low,7,Divorced,Middle Aged,Very High,Medium,4,3.0,0.75,2556.956875,16,0.0,0.0,0.0,0.0,1.0
4ba62d02-841a-44c8-8402-2bc6702172a0,Charles Jones,45,Female,78566,Lake Dwayneberg,558,High,20,Married,Middle Aged,High,Medium,1,0.0,0.0,1628.364,10,421132.0,0.0055555502787724515,1.0,2339.62,1.0
ff25e4b2-7ecb-47cc-bfa5-662b9f92b12d,Melissa Roberson,47,Male,48955,Cainstad,667,High,8,Single,Middle Aged,Medium,Medium,4,1.0,0.25,2788.5875,16,242160.0,0.005189248432153307,0.0,1256.6284003302446,3.0
96b40343-bac6-40d1-b6ad-d37afcb307d5,Connie Jordan,56,Female,194716,South Anne,338,High,15,Single,Senior,Very High,High,4,4.0,1.0,2030.4,8,113978.0,0.04166663742125673,0.0,4749.08,1.0
537aa098-6b7f-4ce1-a8f1-44cc728bf12a,Teresa Fleming,36,Female,124739,Danielmouth,840,Low,16,Single,Middle Aged,Very High,Low,4,3.0,0.75,2889.2676923076924,13,0.0,0.0,0.0,0.0,0.0
7e86bcfe-1586-4b69-b667-d4d02eb12050,Cameron Walters,32,Female,76248,East Annetteton,445,Medium,9,Divorced,Young Adult,High,High,3,2.0,0.6666666666666666,3112.366923076923,13,0.0,0.0,0.0,0.0,1.0
729b1e15-2ca3-4eea-9027-b886fd73d057,Curtis Knapp,27,Other,154620,West Courtneyville,377,High,12,Divorced,Young Adult,Very High,High,4,2.0,0.5,1513.98,9,0.0,0.0,0.0,0.0,1.0
94396136-23f7-4b1f-a02f-643c05872695,Don Ford,68,Male,77845,North Adam,416,High,14,Married,Elderly,High,High,3,1.0,0.3333333333333333,2831.395,8,0.0,0.0,0.0,0.0,0.0
68c2733b-767f-4783-805f-6a4c620ef91a,Hannah Miles,30,Female,133726,South Rachel,417,Medium,10,Single,Young Adult,Very High,High,5,2.0,0.4,1823.0655555555556,9,0.0,0.0,0.0,0.0,2.0
c853d45d-9456-4eaf-b62c-c6b2abb7d24a,Andrew Moreno,20,Male,143023,South Lisa,435,Low,7,Divorced,Youth,Very High,High,5,3.0,0.6,2480.663,10,512322.0,0.010416671546410265,0.0,5336.69,1.0
2272b245-b052-4032-b7d4-8836b81594c1,Maurice Rodgers,28,Other,73563,Marshborough,838,Medium,19,Married,Young Adult,High,Low,5,3.0,0.6,2506.9171428571426,14,0.0,0.0,0.0,0.0,2.0
a76a25ad-ac99-452d-999b-bd82b99cf77a,Paul Thompson,61,Female,85514,North Scottside,708,Low,8,Single,Senior,High,Low,4,0.0,0.0,2941.702222222222,9,0.0,0.0,0.0,0.0,0.0
af2f2e79-0e0d-40d9-b41f-cea39239bea4,Donald Lopez,51,Male,177571,Oneillstad,618,Low,14,Divorced,Senior,Very High,Medium,4,3.0,0.75,3002.5485714285714,14,0.0,0.0,0.0,0.0,0.0
3cba25a6-d7b1-466f-84ac-260231df69f1,Angel Bennett,32,Other,39190,Port Mathew,439,Low,10,Married,Young Adult,Medium,High,4,2.0,0.5,3627.988,5,0.0,0.0,0.0,0.0,1.0
c2eb1651-983d-4098-b741-29df2ad55e19,Frank Walker,58,Female,112591,Port Tammy,616,Low,13,Divorced,Senior,High,Medium,1,1.0,1.0,2171.7436363636366,11,85874.0,0.01190476744998486,0.0,1022.31,2.0
a4fdf57b-901b-4313-9c85-c58b37790acf,Jessica Howard,36,Other,179739,Briantown,359,High,16,Married,Middle Aged,Very High,High,2,2.0,1.0,1896.3366666666668,6,836793.0,0.016666666666666666,1.0,13946.55,2.0
ee663260-6284-4674-b699-82af3f0d1182,Julia Jones,51,Other,155018,Youngbury,589,High,4,Married,Senior,Very High,Medium,4,3.0,0.75,3748.0888888888894,9,320449.0,0.007575745282400632,0.0,2427.64,3.0
3af551f8-63be-40bd-8957-38673c5f38ec,Steven Smith,21,Other,136142,Contrerasmouth,756,Medium,3,Married,Youth,Very High,Low,3,0.0,0.0,2851.08875,8,886692.0,0.0028735682739891638,0.0,2547.97,4.0
4a77ad89-50b6-49b8-9cf2-434fe16a381a,Elizabeth Wells,49,Other,132857,Port Kevin,623,High,8,Single,Middle Aged,Very High,Medium,2,2.0,1.0,2712.6388888888887,9,241389.0,0.005555555555555556,0.0,1341.05,2.0
c87752cc-b82e-49fd-81cd-d45e3e97bba9,Justin Beltran,29,Male,80701,Burtonhaven,498,Medium,8,Divorced,Young Adult,High,High,4,2.0,0.5,2317.2799999999997,10,128274.0,0.01190475076788749,1.0,1527.07,3.0
7e59d3ce-c501-459e-99ad-c4048d903152,Elizabeth Page DVM,49,Female,77396,East Jamesbury,608,Medium,11,Divorced,Middle Aged,High,Medium,1,0.0,0.0,2352.341111111111,9,515859.0,0.0029761814759459463,0.0,1535.29,2.0
b146d7d2-8d26-470c-91ef-dba383c24dcd,Rhonda Jackson,52,Male,174995,North Samanthatown,640,Medium,20,Divorced,Senior,Very High,Medium,4,2.0,0.5,3353.0914285714284,14,0.0,0.0,0.0,0.0,0.0
64b92dcc-0d66-45e6-a941-f2c199e78312,Richard Lutz,66,Other,35891,Samanthaview,521,Low,8,Divorced,Elderly,Medium,Medium,4,3.0,0.75,3086.1173333333336,15,0.0,0.0,0.0,0.0,1.0
0b185dac-adff-4f26-b872-8f6b8f7890cb,Natalie Austin,40,Male,43074,Angelaberg,367,Low,4,Single,Middle Aged,Medium,High,2,2.0,1.0,2316.6033333333335,9,0.0,0.0,0.0,0.0,3.0
3b246f38-cfdc-4429-8492-f385194e6b63,Maria Pace,42,Female,198773,Martinville,410,Medium,2,Single,Middle Aged,Very High,High,1,0.0,0.0,2302.465,6,0.0,0.0,0.0,0.0,2.0
1c8d4581-03f1-42bf-acc4-8f47debf68d5,Jared Graves,59,Other,128924,Ericaburgh,342,High,12,Divorced,Senior,Very High,High,5,2.0,0.4,2096.9666666666667,9,376682.0,0.0030393670840079866,1.0,1144.8748719382963,5.0
d8adb710-339d-4b7c-a218-6c319f35cbd5,Juan Wallace,29,Male,89436,Carloshaven,645,Medium,8,Single,Young Adult,High,Medium,4,3.0,0.75,2288.739,10,0.0,0.0,0.0,0.0,2.0
8b1f04f2-279e-4773-8a78-3887d73028e8,William Mccann,53,Female,105871,South Gregoryville,511,Low,13,Single,Senior,High,Medium,4,3.0,0.75,2903.2912499999998,8,0.0,0.0,0.0,0.0,0.0
db5162de-a369-493e-baf6-0a2de70026a8,Robert Gibson,24,Male,93695,North Jasonburgh,754,Low,5,Single,Youth,High,Low,1,0.0,0.0,3329.4863636363634,11,0.0,0.0,0.0,0.0,1.0
1e4f992e-29e2-4cf3-9a9f-173eba33d4bc,Michael Saunders,64,Female,119638,North Cameron,369,High,15,Single,Senior,High,High,3,0.0,0.0,2329.639,10,685989.0,0.08333333333333333,0.0,57165.75,0.0
50829cc9-99e8-48b5-b605-b324fc6fbf70,Heather Wilson,21,Female,124814,Mathisview,528,Low,12,Divorced,Youth,Very High,Medium,4,2.0,0.5,3026.0379999999996,5,0.0,0.0,0.0,0.0,2.0
9bd57807-fb71-45f7-960e-1d4a8bc6fa36,Jill Miller,69,Other,69510,Kyleview,518,Medium,16,Single,Elderly,Medium,Medium,2,0.0,0.0,1895.391875,16,985390.0,0.08333332995057795,0.0,82115.83,3.0
e82335d5-640c-4639-815f-226ad08f5857,Amanda May,48,Female,63026,Bernardhaven,819,Medium,20,Divorced,Middle Aged,Medium,Low,1,0.0,0.0,3048.9985714285713,7,0.0,0.0,0.0,0.0,1.0
92a3e5e7-a4d5-4ea1-9bd1-fb7af0c201f1,Adam Woods,33,Other,49419,Davidfort,550,Low,17,Single,Young Adult,Medium,Medium,1,1.0,1.0,2636.9066666666668,12,0.0,0.0,0.0,0.0,1.0
ab5098b0-bd28-4266-bdac-493a389ee810,Nicole Lopez,25,Other,73282,East Lawrencebury,845,Medium,13,Divorced,Youth,High,Low,4,3.0,0.75,1782.947777777778,9,0.0,0.0,0.0,0.0,1.0
87411ecc-314f-4adc-a6e1-c8a6d1685719,Lisa Taylor,23,Female,48198,Mcdanielchester,757,Low,5,Single,Youth,Medium,Low,3,1.0,0.3333333333333333,2541.9266666666667,12,440583.0,0.0027777739949112878,0.0,1223.84,2.0
21cc0555-ba51-42b7-82bf-803f2f643143,Henry Coleman,69,Male,25907,South Robert,519,Low,6,Divorced,Elderly,Low,Medium,2,1.0,0.5,2601.438181818182,11,747629.0,0.004166665552031823,0.0,3115.12,1.0
6ff99066-3e6e-46f1-ad60-9dfbafb12c15,Edward Miller,44,Other,89489,Erinbury,623,Low,14,Married,Middle Aged,High,Medium,2,1.0,0.5,3443.575,10,220415.0,0.003968241725835356,1.0,874.6600000000001,2.0
0cb0adb1-6401-43e9-a3b2-afa8b281dedf,Christopher Gross,44,Other,113975,Angelatown,433,Medium,3,Divorced,Middle Aged,High,High,3,2.0,0.6666666666666666,2136.295,12,0.0,0.0,0.0,0.0,0.0
03d0c9e0-4209-4ca9-bb55-c7a3ece9bd61,Richard Boyd,46,Female,104253,New Patricia,470,Medium,12,Divorced,Middle Aged,High,High,1,1.0,1.0,2889.3370000000004,10,395085.0,0.004166672994418923,0.0,1646.19,4.0
0a6fc9e3-9422-4eeb-aa63-577625868dc8,Megan Hudson,20,Female,165818,North Emmaton,458,Low,20,Single,Youth,Very High,High,5,4.0,0.8,1837.8833333333334,6,0.0,0.0,0.0,0.0,1.0
da2af70e-5aea-4500-b715-b55647868941,Nancy Stephenson,53,Male,184527,New Tanner,419,Low,11,Single,Senior,Very High,High,5,2.0,0.4,2962.9925,8,566519.0,0.005208333701076221,1.0,2950.62,2.0
145a1ba6-2b55-43eb-b1db-823fc19e0e8a,Joshua Valencia,34,Male,72132,Port Roy,521,Low,1,Divorced,Young Adult,High,Medium,4,1.0,0.25,2159.323636363636,11,0.0,0.0,0.0,0.0,0.0
ee96ef29-9e2e-46da-911b-6605fcb93deb,Terry Skinner,18,Other,29577,Lake Paige,581,Medium,7,Divorced,Youth,Low,Medium,1,0.0,0.0,2100.7184615384617,13,0.0,0.0,0.0,0.0,1.0
e9249a71-a69a-41ed-a317-71ad776e8439,Ronald Oliver,59,Female,83427,Morrisfort,336,Low,1,Single,Senior,High,High,2,1.0,0.5,1936.2888888888888,9,763004.0,0.013888891801353598,0.0,10597.28,1.0
571d0683-64de-4f2d-9d91-53eee23a4422,Ryan Sullivan,30,Male,93103,East Sandra,667,Medium,13,Single,Young Adult,High,Medium,2,0.0,0.0,2149.92,13,0.0,0.0,0.0,0.0,1.0
3d2d01ac-bb53-4456-87c3-382ab43eb4ea,James Harding,54,Male,107787,Paulmouth,766,Low,19,Single,Senior,High,Low,4,3.0,0.75,2660.5757142857146,14,0.0,0.0,0.0,0.0,0.0
6266c94a-58ce-4a21-b904-ff67f75cd69b,Carolyn Weiss,54,Other,150036,East Dillonfort,354,High,16,Single,Senior,Very High,High,5,2.0,0.4,718.075,4,255150.0,0.005952380952380952,0.0,1518.75,6.0
d91c57a9-ec1b-4421-a102-f5d378d31d64,Eric Underwood,41,Other,98194,Gutierrezburgh,585,Low,1,Married,Middle Aged,High,Medium,3,3.0,1.0,2450.728888888889,9,335391.0,0.012499989685888575,0.0,4192.384040739855,1.0
94aa6f03-5c57-46de-95cd-a41535619be3,Amy Jackson,41,Female,20759,Sharonbury,817,Medium,9,Single,Middle Aged,Low,Low,1,1.0,1.0,2893.0299999999997,9,0.0,0.0,0.0,0.0,1.0
666f6dfd-4626-468c-8020-55d726b08a34,Gary Parsons,61,Female,126832,Mistyhaven,406,Low,8,Married,Senior,Very High,High,4,2.0,0.5,2474.7144444444443,9,566940.0,0.010416657847391259,0.0,5905.62,3.0
6f23e026-4c19-463c-9d65-f3f2956fc417,William Arnold,67,Male,73203,Lake Gerald,578,Medium,20,Single,Elderly,High,Medium,2,2.0,1.0,2618.9436363636364,11,0.0,0.0,0.0,0.0,2.0
4c30a762-6917-4b73-aa38-64db14273aee,Caitlin Moore,34,Other,54484,South Jasonfurt,609,High,6,Single,Young Adult,Medium,Medium,3,3.0,1.0,2434.0316666666668,6,505770.5,0.004067455539523484,1.0,2057.1990219525624,3.0
b374adb0-6c18-48b0-8ef3-982e437fe4d4,Timothy Espinoza,48,Female,29735,Rochaberg,402,Low,10,Single,Middle Aged,Low,High,3,3.0,1.0,4322.8625,4,0.0,0.0,0.0,0.0,4.0
c1a9118d-cf09-4df5-9251-cbec922fac37,Bryan Hobbs,39,Male,112479,North Williamberg,746,High,9,Married,Middle Aged,High,Low,4,0.0,0.0,2629.2308333333335,12,0.0,0.0,0.0,0.0,4.0
5d36b895-fc74-40f7-b14b-b062aae9a9e9,Rachel Cruz,19,Other,106573,Lake Elizabethtown,614,High,8,Single,Youth,High,Medium,5,4.0,0.8,2646.221666666667,6,869933.0,0.010416664271846222,1.0,9061.8,5.0
28a63aa5-1267-4ebc-9d4e-cde66ed66539,Ryan Hernandez,34,Male,164853,Johnstonchester,382,Low,19,Married,Young Adult,Very High,High,3,1.0,0.3333333333333333,2094.04,10,0.0,0.0,0.0,0.0,3.0
916b6f69-a42c-4166-8a84-83c62503e8c4,Tara Castaneda,35,Female,131699,West Lance,545,Low,16,Single,Young Adult,Very High,Medium,4,1.0,0.25,2518.757777777778,9,81453.0,0.006117773470414981,0.0,498.31100248571147,3.0
2258c41d-843a-4397-8737-699b76e8c923,Geoffrey Wilson,58,Female,132278,South Krista,675,Medium,7,Divorced,Senior,Very High,Medium,2,2.0,1.0,2430.090769230769,13,0.0,0.0,0.0,0.0,1.0
2eb711f9-4110-4926-81a6-cf20faa80d6e,Jessica Reid,29,Male,95817,West Michaelside,806,High,17,Divorced,Young Adult,High,Low,1,1.0,1.0,2851.2635714285716,14,428874.0,0.003968251747599528,0.0,1701.88,0.0
0aef61a7-4c04-449b-92cb-6cf068aa8e3f,Michelle Davis,70,Female,185171,North Jasonview,410,Medium,17,Divorced,Elderly,Very High,High,4,4.0,1.0,2794.5915384615387,13,294698.0,0.0034722325906521253,0.0,1023.26,0.0
